DATE,CPI,CoreCPI,PCE,CorePCE,IP,UNEM,INC,WORK,HS,GS5,TB3MS,CorePCE_alt_PCEPILFE,SPREAD
2006-07-01,202.9,85.04300999999998,9343.8,84.268,99.0489,4.7,0.5,136529,1737,5.04,4.95,84.268,0.08999999999999986
2006-08-01,203.8,85.24921999999998,9342.2,84.44,99.4836,4.7,-0.2,136692,1650,4.82,4.96,84.44,-0.13999999999999968
2006-09-01,202.8,85.45543999999998,9375.4,84.573,99.3183,4.5,0.5,136826,1720,4.67,4.81,84.573,-0.13999999999999968
2006-10-01,201.9,85.7029,9393.6,84.726,99.2044,4.4,0.5,136843,1491,4.69,4.92,84.726,-0.22999999999999954
2006-11-01,202.0,85.62040999999996,9400.2,84.766,99.1627,4.5,0.2,137060,1570,4.58,4.94,84.766,-0.3600000000000003
2006-12-01,203.1,85.49668,9488.3,84.88,100.1735,4.4,0.5,137249,1649,4.53,4.85,84.88,-0.3199999999999994
2007-01-01,203.437,85.78909,9538.7,85.224,99.8346,4.6,0.1,137472,1409,4.75,4.98,85.224,-0.23000000000000043
2007-02-01,204.226,86.244,9566.0,85.408,100.7753,4.5,0.1,137560,1480,4.71,5.03,85.408,-0.3200000000000003
2007-03-01,205.288,86.57848,9611.7,85.494,100.9547,4.4,0.1,137784,1495,4.48,4.94,85.494,-0.45999999999999996
2007-04-01,205.904,86.7385,9643.6,85.616,101.6334,4.5,0.2,137847,1490,4.59,4.87,85.616,-0.28000000000000025
2007-05-01,206.755,86.74056999999999,9685.8,85.717,101.7306,4.4,0.1,137992,1415,4.67,4.73,85.717,-0.0600000000000005
2007-06-01,207.234,86.80573000000001,9706.8,85.859,101.7893,4.6,-0.1,138070,1448,5.03,4.61,85.859,0.41999999999999993
2007-07-01,207.603,86.92203999999998,9751.1,85.988,101.6672,4.7,0.2,138044,1354,4.88,4.82,85.988,0.05999999999999961
2007-08-01,207.667,87.06845,9798.9,86.116,101.863,4.6,0.3,138013,1330,4.43,4.2,86.116,0.22999999999999954
2007-09-01,208.547,87.28168000000002,9845.1,86.351,102.0894,4.7,0.0,138099,1183,4.2,3.89,86.351,0.31000000000000005
2007-10-01,209.19,87.56624999999998,9882.7,86.576,101.8015,4.7,-0.1,138175,1264,4.2,3.9,86.576,0.30000000000000027
2007-11-01,210.834,87.6145,9955.9,86.746,102.3446,4.7,0.3,138290,1197,3.67,3.27,86.746,0.3999999999999999
2007-12-01,211.445,87.58191999999998,9972.8,86.92,102.3803,5.0,-0.1,138395,1037,3.49,3.0,86.92,0.4900000000000002
2008-01-01,212.174,87.90444000000002,9996.4,87.093,102.2448,5.0,-0.1,138391,1084,2.98,2.75,87.093,0.22999999999999998
2008-02-01,212.687,88.20469,9981.7,87.178,101.8438,4.9,-0.3,138329,1103,2.78,2.12,87.178,0.6599999999999997
2008-03-01,213.448,88.61712,10035.3,87.349,101.5336,5.1,0.2,138259,1005,2.48,1.26,87.349,1.22
2008-04-01,213.942,88.69672,10070.3,87.4,100.8785,5.0,0.2,138040,1013,2.84,1.29,87.4,1.5499999999999998
2008-05-01,215.208,88.74663000000001,10132.3,87.559,100.2674,5.4,0.0,137851,973,3.15,1.73,87.559,1.42
2008-06-01,217.463,88.90045999999998,10187.1,87.76,100.0335,5.6,-0.1,137700,1046,3.49,1.86,87.76,1.6300000000000001
2008-07-01,219.016,89.10338,10185.1,87.918,99.676,5.8,-0.4,137497,923,3.3,1.63,87.918,1.67
2008-08-01,218.69,89.28114000000002,10175.7,88.026,98.1111,6.1,0.0,137211,844,3.14,1.72,88.026,1.4200000000000002
2008-09-01,218.877,89.44033,10116.4,88.116,93.7895,6.1,-0.7,136760,820,2.88,1.13,88.116,1.75
2008-10-01,216.995,89.50674000000002,10034.1,87.991,94.7219,6.5,-0.4,136291,777,2.73,0.67,87.991,2.06
2008-11-01,213.153,89.36938999999998,9885.2,87.952,93.4715,6.8,-0.2,135541,652,2.29,0.19,87.952,2.1
2008-12-01,211.398,89.12605999999998,9801.5,87.909,90.8357,7.3,-0.5,134847,560,1.52,0.03,87.909,1.49
2009-01-01,211.933,89.38136,9847.2,87.882,88.57,7.8,0.4,134079,490,1.6,0.13,87.882,1.4700000000000002
2009-02-01,212.705,89.77975999999998,9824.5,87.952,88.031,8.3,-0.4,133318,582,1.87,0.3,87.952,1.57
2009-03-01,212.495,90.17322,9773.2,88.015,86.6528,8.7,-0.2,132494,505,1.82,0.21,88.015,1.61
2009-04-01,212.709,90.38108,9772.5,88.211,85.9344,9.0,-0.2,131822,478,1.86,0.16,88.211,1.7000000000000002
2009-05-01,213.022,90.3749,9791.6,88.279,85.0665,9.4,0.0,131466,540,2.13,0.18,88.279,1.95
2009-06-01,214.79,90.43883,9852.4,88.392,84.7459,9.5,-0.1,131008,585,2.71,0.18,88.392,2.53
2009-07-01,214.726,90.46645,9886.3,88.468,85.7027,9.5,0.3,130662,594,2.46,0.18,88.468,2.28
2009-08-01,215.445,90.56792,10004.1,88.599,86.6426,9.6,1.0,130472,586,2.57,0.17,88.599,2.4
2009-09-01,215.861,90.79104,9927.8,88.755,87.4063,9.8,-1.0,130246,585,2.37,0.12,88.755,2.25
2009-10-01,216.509,91.03603,9976.7,89.082,87.6419,10.0,0.2,130061,534,2.33,0.07,89.082,2.2600000000000002
2009-11-01,217.234,90.89291,9985.7,89.16,88.0221,9.9,0.0,130057,588,2.23,0.05,89.16,2.18
2009-12-01,217.347,90.74485,10052.6,89.236,88.3793,9.9,0.5,129808,581,2.34,0.05,89.236,2.29
2010-01-01,217.488,90.77,10056.1,89.368,89.3426,9.8,-0.2,129802,614,2.48,0.06,89.368,2.42
2010-02-01,217.281,90.98282,10093.4,89.446,89.6779,9.8,0.3,129706,604,2.36,0.11,89.446,2.25
2010-03-01,217.353,91.1713,10156.0,89.579,90.2928,9.9,0.5,129866,636,2.43,0.15,89.579,2.2800000000000002
2010-04-01,217.403,91.21543,10182.3,89.625,90.5991,9.9,0.1,130120,687,2.58,0.16,89.625,2.42
2010-05-01,217.29,91.22656,10210.8,89.724,91.823,9.6,0.3,130642,583,2.18,0.16,89.724,2.02
2010-06-01,217.199,91.25626,10231.3,89.767,91.9928,9.4,0.2,130510,536,2.0,0.12,89.767,1.88
2010-07-01,217.605,91.25337,10268.1,89.769,92.3421,9.4,0.1,130415,546,1.76,0.16,89.769,1.6
2010-08-01,217.923,91.37421,10307.1,89.855,92.6805,9.5,0.5,130415,599,1.47,0.16,89.855,1.31
2010-09-01,218.275,91.52104000000001,10327.1,89.906,92.9537,9.5,0.1,130341,594,1.41,0.15,89.906,1.26
2010-10-01,219.035,91.59198,10386.4,90.043,92.6903,9.4,0.5,130620,543,1.18,0.13,90.043,1.0499999999999998
2010-11-01,219.59,91.59116,10433.6,90.16,92.7709,9.8,0.4,130749,545,1.35,0.14,90.16,1.21
2010-12-01,220.472,91.47485,10471.0,90.179,93.6787,9.3,0.1,130830,539,1.93,0.14,90.179,1.79
2011-01-01,221.187,91.63239,10514.3,90.372,93.4814,9.1,0.1,130837,630,1.99,0.15,90.372,1.84
2011-02-01,221.898,91.97636,10540.6,90.53,93.1102,9.0,0.1,131057,517,2.26,0.13,90.53,2.13
2011-03-01,223.046,92.25640000000001,10619.7,90.667,94.0788,9.0,0.3,131283,600,2.11,0.1,90.667,2.01
2011-04-01,224.093,92.43292,10652.1,90.875,93.7749,9.1,0.0,131597,554,2.17,0.06,90.875,2.11
2011-05-01,224.806,92.60449,10672.2,91.091,93.888,9.0,-0.1,131703,561,1.84,0.04,91.091,1.8
2011-06-01,224.806,92.75173,10694.8,91.191,94.172,9.1,0.2,131931,608,1.58,0.04,91.191,1.54
2011-07-01,225.395,92.86433,10731.6,91.326,94.636,9.0,0.3,131992,623,1.54,0.04,91.326,1.5
2011-08-01,226.106,93.15715,10750.3,91.508,95.2749,9.0,-0.1,132125,585,1.02,0.02,91.508,1.0
2011-09-01,226.597,93.32831,10783.2,91.57,95.1961,9.0,0.3,132344,650,0.9,0.01,91.57,0.89
2011-10-01,226.75,93.51555,10802.9,91.614,95.8568,8.8,0.3,132553,610,1.06,0.02,91.614,1.04
2011-11-01,227.169,93.56339,10806.8,91.808,95.8485,8.6,-0.1,132690,711,0.91,0.01,91.808,0.9
2011-12-01,227.223,93.51431,10817.8,91.96,96.3571,8.5,0.0,132888,694,0.89,0.01,91.96,0.88
2012-01-01,227.842,93.71929,10896.8,92.235,96.9318,8.3,0.4,133246,723,0.84,0.03,92.235,0.8099999999999999
2012-02-01,228.329,93.97829,10987.2,92.364,97.2435,8.3,0.4,133509,704,0.83,0.09,92.364,0.74
2012-03-01,228.807,94.33711,10993.9,92.521,96.74,8.2,-0.1,133748,695,1.02,0.08,92.521,0.9400000000000001
2012-04-01,229.187,94.57137,11018.5,92.661,97.4359,8.2,0.1,133825,753,0.89,0.08,92.661,0.81
2012-05-01,228.713,94.69469,11006.8,92.755,97.6609,8.2,0.0,133932,708,0.76,0.09,92.755,0.67
2012-06-01,228.524,94.80893,10989.8,92.85,97.6663,8.2,-0.1,134013,757,0.71,0.09,92.85,0.62
2012-07-01,228.59,94.8147,11016.8,92.946,97.8713,8.2,0.3,134157,740,0.62,0.1,92.946,0.52
2012-08-01,229.918,94.93967,11056.0,93.005,97.4525,8.1,-0.2,134339,754,0.71,0.1,93.005,0.61
2012-09-01,231.015,95.18053,11105.3,93.119,97.381,7.8,0.4,134517,847,0.67,0.11,93.119,0.56
2012-10-01,231.638,95.38509,11137.4,93.345,97.7193,7.8,-0.2,134669,915,0.71,0.1,93.345,0.61
2012-11-01,231.249,95.37973,11178.4,93.445,98.0777,7.7,0.3,134825,833,0.67,0.09,93.445,0.5800000000000001
2012-12-01,231.221,95.28487,11181.2,93.514,98.3101,7.9,0.2,135074,976,0.7,0.07,93.514,0.6299999999999999
2013-01-01,231.679,95.52367,11252.4,93.703,98.3342,8.0,0.3,135257,888,0.81,0.07,93.703,0.74
2013-02-01,232.937,95.86186,11290.5,93.805,98.7941,7.7,0.1,135546,962,0.85,0.1,93.805,0.75
2013-03-01,232.282,96.11757,11290.1,93.891,99.1921,7.5,0.1,135689,1010,0.82,0.09,93.891,0.73
2013-04-01,231.797,96.19346,11281.1,93.937,99.1065,7.6,0.0,135873,835,0.71,0.06,93.937,0.6499999999999999
2013-05-01,231.893,96.28667,11321.6,94.047,99.1839,7.5,0.2,136096,930,0.84,0.04,94.047,0.7999999999999999
2013-06-01,232.445,96.36008,11344.4,94.209,99.3897,7.5,0.2,136279,839,1.2,0.05,94.209,1.15
2013-07-01,232.9,96.42277,11372.6,94.329,99.0814,7.3,0.1,136391,880,1.4,0.04,94.329,1.3599999999999999
2013-08-01,233.456,96.61496,11406.6,94.431,99.6543,7.2,0.0,136646,917,1.52,0.04,94.431,1.48
2013-09-01,233.544,96.83107,11445.9,94.543,100.161,7.2,0.5,136821,850,1.6,0.02,94.543,1.58
2013-10-01,233.669,96.98779,11498.0,94.703,100.082,7.2,0.2,137041,925,1.37,0.05,94.703,1.32
2013-11-01,234.1,97.0212,11562.5,94.86,100.3158,6.9,0.5,137317,1100,1.37,0.07,94.86,1.3
2013-12-01,234.719,96.92098,11593.2,94.961,100.5175,6.7,0.1,137372,1002,1.58,0.07,94.961,1.51
2014-01-01,235.288,97.06733,11578.8,95.064,100.1599,6.6,-0.5,137561,888,1.65,0.04,95.064,1.6099999999999999
2014-02-01,235.547,97.35906000000001,11636.9,95.109,100.9168,6.7,0.7,137712,944,1.52,0.05,95.109,1.47
2014-03-01,236.028,97.69926,11722.3,95.25,101.8942,6.7,0.4,137985,970,1.64,0.05,95.25,1.5899999999999999
2014-04-01,236.468,97.9464,11762.3,95.413,101.9928,6.2,0.2,138298,1043,1.7,0.03,95.413,1.67
2014-05-01,236.918,98.15769,11807.3,95.574,102.3836,6.3,0.1,138513,1007,1.59,0.03,95.574,1.56
2014-06-01,237.231,98.2207,11861.7,95.682,102.735,6.1,0.4,138849,911,1.68,0.04,95.682,1.64
2014-07-01,237.498,98.23523,11904.4,95.848,102.9632,6.2,0.1,139072,1085,1.7,0.03,95.848,1.67
2014-08-01,237.46,98.31083,11983.7,95.885,102.7688,6.1,0.6,139269,984,1.63,0.03,95.885,1.5999999999999999
2014-09-01,237.477,98.54053,11991.4,96.013,103.0641,5.9,0.1,139563,1023,1.77,0.02,96.013,1.75
2014-10-01,237.43,98.77508,12064.7,96.096,103.0764,5.7,0.4,139798,1074,1.55,0.02,96.096,1.53
2014-11-01,236.983,98.73631,12083.9,96.181,103.7126,5.8,0.4,140089,1001,1.62,0.02,96.181,1.6
2014-12-01,236.252,98.57252,12096.1,96.249,103.7044,5.6,0.2,140364,1073,1.64,0.03,96.249,1.6099999999999999
